bin_lo,bin_hi,n,mean_predicted,empirical_rate,abs_gap,reliable
0.0,0.2,439296,0.05040402210626726,0.004240876311188811,0.04616314579507845,True
0.2,0.4,3737,0.26052550165315536,0.0034787262510034785,0.2570467754021519,True
0.4,0.6000000000000001,765,0.49269657107256193,0.00261437908496732,0.4900821919875946,True
0.6000000000000001,0.8,839,0.7086466529769744,0.003575685339690107,0.7050709676372843,True
0.8,1.0,3363,0.9470802754930712,0.005649717514124294,0.9414305579789469,True
