coverage,n,q_top1,q_top3,q_top5,q_median_rank,q_m_hat,q_true_multiplier,q_false_alarm_rate
0.25,70,0.02631578947368421,0.21052631578947367,0.42105263157894735,7.0,7.839483998511899,6.555099091565863,0.013998769338959213
0.5,70,0.02631578947368421,0.21052631578947367,0.42105263157894735,7.0,7.839483998511899,6.555099091565863,0.013998769338959213
0.75,70,0.02631578947368421,0.21052631578947367,0.42105263157894735,7.0,7.839483998511899,6.555099091565863,0.013998769338959213
1.0,70,0.02631578947368421,0.21052631578947367,0.42105263157894735,7.0,7.839483998511899,6.555099091565863,0.013998769338959213
