split,seed,coverage,method,fault_kind,source_hidden,magnitude,threshold,target_fpr,n_windows_during,detection_rate,detected_episode,top1,within1,median_station_error,lead_time_min,top1_episode,within1_episode,false_alarm_rate,first_alert_t_s,first_correct_alert_t_s
test,5020,0.5,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,39.99294167411538,0.01,59,0.13559322033898305,1.0,0.0,0.0,36.0,,0.0,0.0,0.007518796992481203,43325.058088677346,
test,5020,0.5,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,39.99294167411538,0.02,59,0.15254237288135594,1.0,0.0,0.0,36.0,,0.0,0.0,0.022556390977443608,43325.058088677346,
test,5020,0.5,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,39.99294167411538,0.05,59,0.1864406779661017,1.0,0.0,0.0,36.0,,0.0,0.0,0.022556390977443608,43325.058088677346,
test,5020,0.5,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,39.99294167411538,0.1,59,0.2542372881355932,1.0,0.0,0.0,36.0,,0.0,0.0,0.09774436090225563,43325.058088677346,
test,5020,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,39.987745614480566,0.005,59,0.13559322033898305,1.0,0.0,0.0,37.0,,0.0,0.0,0.007518796992481203,43325.058088677346,
test,5020,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,39.987745614480566,0.01,59,0.13559322033898305,1.0,0.0,0.0,37.0,,0.0,0.0,0.007518796992481203,43325.058088677346,
test,5020,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,39.987745614480566,0.02,59,0.15254237288135594,1.0,0.0,0.0,37.0,,0.0,0.0,0.022556390977443608,43325.058088677346,
test,5020,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,39.987745614480566,0.05,59,0.23728813559322035,1.0,0.0,0.0,37.0,,0.0,0.0,0.03007518796992481,43325.058088677346,
test,5020,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,39.987745614480566,0.1,59,0.2542372881355932,1.0,0.0,0.0,37.0,,0.0,0.0,0.09774436090225563,43325.058088677346,
test,5020,0.5,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.012127239822025,0.005,59,0.0,0.0,,,,,0.0,0.0,0.007518796992481203,,
test,5020,0.5,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.012127239822025,0.01,59,0.0,0.0,,,,,0.0,0.0,0.007518796992481203,,
test,5020,0.5,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.012127239822025,0.02,59,0.0,0.0,,,,,0.0,0.0,0.007518796992481203,,
test,5020,0.5,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.012127239822025,0.05,59,0.0,0.0,,,,,0.0,0.0,0.015037593984962405,,
test,5020,0.5,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.012127239822025,0.1,59,0.03389830508474576,1.0,0.0,0.0,31.0,,0.0,0.0,0.06015037593984962,48830.544255681736,
test,5020,0.5,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,0.005,59,0.0,0.0,,,,,0.0,0.0,0.015037593984962405,,
test,5020,0.5,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,0.01,59,0.0,0.0,,,,,0.0,0.0,0.022556390977443608,,
test,5020,0.5,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,0.02,59,0.0,0.0,,,,,0.0,0.0,0.05263157894736842,,
test,5020,0.5,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,0.05,59,0.0847457627118644,1.0,0.0,0.0,34.0,,0.0,0.0,0.13533834586466165,36117.98122931292,
test,5020,0.5,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,0.1,59,0.11864406779661017,1.0,0.0,0.0,34.0,,0.0,0.0,0.21052631578947367,36117.98122931292,
test,5020,0.25,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,23.87887940963418,0.005,59,0.13559322033898305,1.0,0.0,0.0,36.0,,0.0,0.0,0.0,43325.058088677346,
test,5020,0.25,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,23.87887940963418,0.01,59,0.13559322033898305,1.0,0.0,0.0,36.0,,0.0,0.0,0.007518796992481203,43325.058088677346,
test,5020,0.25,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,23.87887940963418,0.02,59,0.2542372881355932,1.0,0.0,0.0,36.0,,0.0,0.0,0.05263157894736842,43325.058088677346,
test,5020,0.25,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,23.87887940963418,0.05,59,0.2542372881355932,1.0,0.0,0.0,36.0,,0.0,0.0,0.13533834586466165,43325.058088677346,
test,5020,0.25,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,23.87887940963418,0.1,59,0.2711864406779661,1.0,0.0,0.0,36.0,,0.0,0.0,0.20300751879699247,43325.058088677346,
test,5020,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,23.87066583332845,0.005,59,0.13559322033898305,1.0,0.0,0.0,37.0,,0.0,0.0,0.0,43325.058088677346,
test,5020,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,23.87066583332845,0.01,59,0.13559322033898305,1.0,0.0,0.0,37.0,,0.0,0.0,0.0,43325.058088677346,
test,5020,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,23.87066583332845,0.02,59,0.2542372881355932,1.0,0.0,0.0,37.0,,0.0,0.0,0.06766917293233082,43325.058088677346,
test,5020,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,23.87066583332845,0.05,59,0.2711864406779661,1.0,0.0,0.0,37.0,,0.0,0.0,0.15789473684210525,43325.058088677346,
test,5020,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,23.87066583332845,0.1,59,0.288135593220339,1.0,0.0,0.0,37.0,,0.0,0.0,0.23308270676691728,43325.058088677346,
test,5020,0.25,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,4.674774997918179,0.005,59,0.0,0.0,,,,,0.0,0.0,0.007518796992481203,,
test,5020,0.25,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,4.674774997918179,0.01,59,0.0,0.0,,,,,0.0,0.0,0.015037593984962405,,
test,5020,0.25,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,4.674774997918179,0.02,59,0.0,0.0,,,,,0.0,0.0,0.015037593984962405,,
test,5020,0.25,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,4.674774997918179,0.05,59,0.03389830508474576,1.0,0.0,0.0,31.0,,0.0,0.0,0.045112781954887216,48830.544255681736,
test,5020,0.25,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,4.674774997918179,0.1,59,0.03389830508474576,1.0,0.0,0.0,31.0,,0.0,0.0,0.06015037593984962,48830.544255681736,
test,5020,0.25,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7158774793615637,0.005,59,0.0,0.0,,,,,0.0,0.0,0.0,,
test,5020,0.25,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7158774793615637,0.01,59,0.01694915254237288,1.0,0.0,0.0,24.0,,0.0,0.0,0.0,43325.058088677346,
test,5020,0.25,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7158774793615637,0.02,59,0.05084745762711865,1.0,0.0,0.0,24.0,,0.0,0.0,0.015037593984962405,43325.058088677346,
test,5020,0.25,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7158774793615637,0.05,59,0.1016949152542373,1.0,0.0,0.0,24.0,,0.0,0.0,0.06766917293233082,43325.058088677346,
test,5020,0.25,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7158774793615637,0.1,59,0.11864406779661017,1.0,0.0,0.0,24.0,,0.0,0.0,0.12030075187969924,43325.058088677346,
test,5021,1.0,RippleTwin,COMBINED,False,1.2630645324144383,42.5638498837417,0.005,72,0.5416666666666666,1.0,1.0,1.0,0.0,401.61450954175524,1.0,1.0,0.0,19618.488523276246,19618.488523276246
test,5021,1.0,RippleTwin,COMBINED,False,1.2630645324144383,42.5638498837417,0.01,72,0.5555555555555556,1.0,1.0,1.0,0.0,401.61450954175524,1.0,1.0,0.025210084033613446,19618.488523276246,19618.488523276246
test,5021,1.0,RippleTwin,COMBINED,False,1.2630645324144383,42.5638498837417,0.02,72,0.5833333333333334,1.0,1.0,1.0,0.0,411.55195085433104,1.0,1.0,0.07563025210084033,19022.2420445217,19022.2420445217
test,5021,1.0,RippleTwin,COMBINED,False,1.2630645324144383,42.5638498837417,0.05,72,0.625,1.0,1.0,1.0,0.0,411.55195085433104,1.0,1.0,0.1092436974789916,19022.2420445217,19022.2420445217
test,5021,1.0,RippleTwin,COMBINED,False,1.2630645324144383,42.5638498837417,0.1,72,0.6666666666666666,1.0,0.9583333333333334,0.9583333333333334,0.0,411.55195085433104,1.0,1.0,0.14285714285714285,19022.2420445217,19022.2420445217
test,5021,1.0,B2_observed_only_twin,COMBINED,False,1.2630645324144383,42.5638498837417,0.005,72,0.5416666666666666,1.0,1.0,1.0,0.0,401.61450954175524,1.0,1.0,0.0,19618.488523276246,19618.488523276246
test,5021,1.0,B2_observed_only_twin,COMBINED,False,1.2630645324144383,42.5638498837417,0.01,72,0.5555555555555556,1.0,1.0,1.0,0.0,401.61450954175524,1.0,1.0,0.025210084033613446,19618.488523276246,19618.488523276246
test,5021,1.0,B2_observed_only_twin,COMBINED,False,1.2630645324144383,42.5638498837417,0.02,72,0.5833333333333334,1.0,1.0,1.0,0.0,411.55195085433104,1.0,1.0,0.07563025210084033,19022.2420445217,19022.2420445217
test,5021,1.0,B2_observed_only_twin,COMBINED,False,1.2630645324144383,42.5638498837417,0.05,72,0.625,1.0,1.0,1.0,0.0,411.55195085433104,1.0,1.0,0.1092436974789916,19022.2420445217,19022.2420445217
test,5021,1.0,B2_observed_only_twin,COMBINED,False,1.2630645324144383,42.5638498837417,0.1,72,0.6666666666666666,1.0,0.9583333333333334,0.9583333333333334,0.0,411.55195085433104,1.0,1.0,0.14285714285714285,19022.2420445217,19022.2420445217
test,5021,1.0,B0_SPC_observed,COMBINED,False,1.2630645324144383,5.124273832797681,0.005,72,0.5972222222222222,1.0,1.0,1.0,0.0,411.55195085433104,1.0,1.0,0.06722689075630252,19022.2420445217,19022.2420445217
test,5021,1.0,B0_SPC_observed,COMBINED,False,1.2630645324144383,5.124273832797681,0.01,72,0.5972222222222222,1.0,1.0,1.0,0.0,411.55195085433104,1.0,1.0,0.06722689075630252,19022.2420445217,19022.2420445217
test,5021,1.0,B0_SPC_observed,COMBINED,False,1.2630645324144383,5.124273832797681,0.02,72,0.625,1.0,0.9555555555555556,0.9555555555555556,0.0,411.55195085433104,1.0,1.0,0.06722689075630252,19022.2420445217,19022.2420445217
test,5021,1.0,B0_SPC_observed,COMBINED,False,1.2630645324144383,5.124273832797681,0.05,72,0.6388888888888888,1.0,0.9565217391304348,0.9565217391304348,0.0,411.55195085433104,1.0,1.0,0.06722689075630252,19022.2420445217,19022.2420445217
test,5021,1.0,B0_SPC_observed,COMBINED,False,1.2630645324144383,5.124273832797681,0.1,72,0.6805555555555556,1.0,0.9183673469387755,0.9183673469387755,0.0,411.55195085433104,1.0,1.0,0.08403361344537816,19022.2420445217,19022.2420445217
test,5021,1.0,B1_IsolationForest,COMBINED,False,1.2630645324144383,0.7784702529546166,0.005,72,0.0,0.0,,,,,0.0,0.0,0.025210084033613446,,
test,5021,1.0,B1_IsolationForest,COMBINED,False,1.2630645324144383,0.7784702529546166,0.01,72,0.0,0.0,,,,,0.0,0.0,0.025210084033613446,,
test,5021,1.0,B1_IsolationForest,COMBINED,False,1.2630645324144383,0.7784702529546166,0.02,72,0.0,0.0,,,,,0.0,0.0,0.025210084033613446,,
test,5021,1.0,B1_IsolationForest,COMBINED,False,1.2630645324144383,0.7784702529546166,0.05,72,0.0,0.0,,,,,0.0,0.0,0.058823529411764705,,
test,5021,1.0,B1_IsolationForest,COMBINED,False,1.2630645324144383,0.7784702529546166,0.1,72,0.0,0.0,,,,,0.0,0.0,0.06722689075630252,,
test,5021,0.75,RippleTwin,COMBINED,True,1.2630645324144383,31.30364205825687,0.005,72,0.041666666666666664,1.0,1.0,1.0,0.0,216.61847932544296,1.0,1.0,0.01680672268907563,20212.65923335151,30718.250336254983
test,5021,0.75,RippleTwin,COMBINED,True,1.2630645324144383,31.30364205825687,0.01,72,0.041666666666666664,1.0,1.0,1.0,0.0,216.61847932544296,1.0,1.0,0.01680672268907563,19919.563224837468,30718.250336254983
test,5021,0.75,RippleTwin,COMBINED,True,1.2630645324144383,31.30364205825687,0.02,72,0.18055555555555555,1.0,0.7692307692307693,0.7692307692307693,0.0,246.6512718572919,1.0,1.0,0.025210084033613446,19618.488523276246,28916.282784344046
test,5021,0.75,RippleTwin,COMBINED,True,1.2630645324144383,31.30364205825687,0.05,72,0.3333333333333333,1.0,0.7083333333333334,0.7916666666666666,0.0,286.56493176463,1.0,1.0,0.04201680672268908,19618.488523276246,26521.463189903763
test,5021,0.75,RippleTwin,COMBINED,True,1.2630645324144383,31.30364205825687,0.1,72,0.4444444444444444,1.0,0.71875,0.78125,0.0,331.6718048928347,1.0,1.0,0.06722689075630252,19618.488523276246,23815.05080221148
test,5021,0.75,B2_observed_only_twin,COMBINED,True,1.2630645324144383,31.30364205825687,0.005,72,0.013888888888888888,1.0,0.0,1.0,1.0,211.45912106083912,0.0,1.0,0.008403361344537815,31027.811832131214,31027.811832131214
test,5021,0.75,B2_observed_only_twin,COMBINED,True,1.2630645324144383,31.30364205825687,0.01,72,0.041666666666666664,1.0,0.0,1.0,1.0,216.61847932544296,0.0,1.0,0.01680672268907563,20212.65923335151,30718.250336254983
test,5021,0.75,B2_observed_only_twin,COMBINED,True,1.2630645324144383,31.30364205825687,0.02,72,0.19444444444444445,1.0,0.0,0.7142857142857143,1.0,246.6512718572919,0.0,1.0,0.01680672268907563,19618.488523276246,28916.282784344046
test,5021,0.75,B2_observed_only_twin,COMBINED,True,1.2630645324144383,31.30364205825687,0.05,72,0.3611111111111111,1.0,0.0,0.7692307692307693,1.0,286.56493176463,0.0,1.0,0.04201680672268908,19618.488523276246,26521.463189903763
test,5021,0.75,B2_observed_only_twin,COMBINED,True,1.2630645324144383,31.30364205825687,0.1,72,0.4444444444444444,1.0,0.0,0.75,1.0,331.6718048928347,0.0,1.0,0.058823529411764705,19618.488523276246,23815.05080221148
test,5021,0.75,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.061702559429017,0.005,72,0.0,0.0,,,,,0.0,0.0,0.0,,
test,5021,0.75,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.061702559429017,0.01,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.75,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.061702559429017,0.02,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.75,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.061702559429017,0.05,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.75,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.061702559429017,0.1,72,0.09722222222222222,1.0,0.0,0.0,10.0,,0.0,0.0,0.008403361344537815,19022.2420445217,
test,5021,0.75,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.005,72,0.0,0.0,,,,,0.0,0.0,0.04201680672268908,,
test,5021,0.75,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.01,72,0.0,0.0,,,,,0.0,0.0,0.04201680672268908,,
test,5021,0.75,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.02,72,0.0,0.0,,,,,0.0,0.0,0.04201680672268908,,
test,5021,0.75,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.05,72,0.0,0.0,,,,,0.0,0.0,0.058823529411764705,,
test,5021,0.75,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.1,72,0.06944444444444445,1.0,0.0,0.0,8.0,,0.0,0.0,0.12605042016806722,19022.2420445217,
test,5021,0.5,RippleTwin,COMBINED,True,1.2630645324144383,39.99294167411538,0.005,72,0.041666666666666664,1.0,1.0,1.0,0.0,216.61847932544296,1.0,1.0,0.008403361344537815,19919.563224837468,30718.250336254983
test,5021,0.5,RippleTwin,COMBINED,True,1.2630645324144383,39.99294167411538,0.01,72,0.06944444444444445,1.0,1.0,1.0,0.0,246.6512718572919,1.0,1.0,0.01680672268907563,19919.563224837468,28916.282784344046
test,5021,0.5,RippleTwin,COMBINED,True,1.2630645324144383,39.99294167411538,0.02,72,0.2361111111111111,1.0,0.9411764705882353,0.9411764705882353,0.0,286.56493176463,1.0,1.0,0.025210084033613446,19618.488523276246,26521.463189903763
test,5021,0.5,RippleTwin,COMBINED,True,1.2630645324144383,39.99294167411538,0.05,72,0.375,1.0,0.8518518518518519,0.8888888888888888,0.0,291.6952162372689,1.0,1.0,0.058823529411764705,19618.488523276246,26213.64612154543
test,5021,0.5,RippleTwin,COMBINED,True,1.2630645324144383,39.99294167411538,0.1,72,0.4305555555555556,1.0,0.8387096774193549,0.9032258064516129,0.0,331.6718048928347,1.0,1.0,0.12605042016806722,19022.2420445217,23815.05080221148
test,5021,0.5,B2_observed_only_twin,COMBINED,True,1.2630645324144383,39.987745614480566,0.005,72,0.041666666666666664,1.0,0.0,1.0,1.0,216.61847932544296,0.0,1.0,0.008403361344537815,20212.65923335151,30718.250336254983
test,5021,0.5,B2_observed_only_twin,COMBINED,True,1.2630645324144383,39.987745614480566,0.01,72,0.05555555555555555,1.0,0.0,1.0,1.0,241.5841907144007,0.0,1.0,0.01680672268907563,19919.563224837468,29220.30765291752
test,5021,0.5,B2_observed_only_twin,COMBINED,True,1.2630645324144383,39.987745614480566,0.02,72,0.2361111111111111,1.0,0.0,0.8235294117647058,1.0,286.56493176463,0.0,1.0,0.01680672268907563,19618.488523276246,26521.463189903763
test,5021,0.5,B2_observed_only_twin,COMBINED,True,1.2630645324144383,39.987745614480566,0.05,72,0.4027777777777778,1.0,0.0,0.8275862068965517,1.0,291.6952162372689,0.0,1.0,0.08403361344537816,19618.488523276246,26213.64612154543
test,5021,0.5,B2_observed_only_twin,COMBINED,True,1.2630645324144383,39.987745614480566,0.1,72,0.4444444444444444,1.0,0.0,0.84375,1.0,331.6718048928347,0.0,1.0,0.12605042016806722,19022.2420445217,23815.05080221148
test,5021,0.5,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.012127239822025,0.005,72,0.0,0.0,,,,,0.0,0.0,0.0,,
test,5021,0.5,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.012127239822025,0.01,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.5,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.012127239822025,0.02,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.5,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.012127239822025,0.05,72,0.05555555555555555,1.0,0.0,0.0,10.0,,0.0,0.0,0.008403361344537815,19022.2420445217,
test,5021,0.5,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.012127239822025,0.1,72,0.09722222222222222,1.0,0.0,0.0,8.0,,0.0,0.0,0.01680672268907563,19022.2420445217,
test,5021,0.5,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.005,72,0.0,0.0,,,,,0.0,0.0,0.008403361344537815,,
test,5021,0.5,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.01,72,0.0,0.0,,,,,0.0,0.0,0.008403361344537815,,
test,5021,0.5,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.02,72,0.0,0.0,,,,,0.0,0.0,0.008403361344537815,,
test,5021,0.5,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.05,72,0.013888888888888888,1.0,0.0,0.0,29.0,,0.0,0.0,0.01680672268907563,19022.2420445217,
test,5021,0.5,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,0.1,72,0.125,1.0,0.0,0.0,29.0,,0.0,0.0,0.058823529411764705,19022.2420445217,
test,5021,0.25,RippleTwin,COMBINED,True,1.2630645324144383,23.87887940963418,0.005,72,0.125,1.0,0.0,0.0,2.0,,0.0,0.0,0.0,28617.971596528118,
test,5021,0.25,RippleTwin,COMBINED,True,1.2630645324144383,23.87887940963418,0.01,72,0.16666666666666666,1.0,0.0,0.0,2.0,,0.0,0.0,0.0,26521.463189903763,
test,5021,0.25,RippleTwin,COMBINED,True,1.2630645324144383,23.87887940963418,0.02,72,0.4166666666666667,1.0,0.03333333333333333,0.03333333333333333,2.0,156.66739671804706,0.0,0.0,0.025210084033613446,19919.563224837468,34315.31529269874
test,5021,0.25,RippleTwin,COMBINED,True,1.2630645324144383,23.87887940963418,0.05,72,0.4722222222222222,1.0,0.058823529411764705,0.058823529411764705,2.0,156.66739671804706,0.0,0.0,0.04201680672268908,19022.2420445217,34315.31529269874
test,5021,0.25,RippleTwin,COMBINED,True,1.2630645324144383,23.87887940963418,0.1,72,0.5138888888888888,1.0,0.05405405405405406,0.05405405405405406,2.0,156.66739671804706,0.0,0.0,0.10084033613445378,19022.2420445217,34315.31529269874
test,5021,0.25,B2_observed_only_twin,COMBINED,True,1.2630645324144383,23.87066583332845,0.005,72,0.08333333333333333,1.0,0.0,0.0,3.0,,0.0,0.0,0.0,28916.282784344046,
test,5021,0.25,B2_observed_only_twin,COMBINED,True,1.2630645324144383,23.87066583332845,0.01,72,0.125,1.0,0.0,0.0,3.0,,0.0,0.0,0.0,28617.971596528118,
test,5021,0.25,B2_observed_only_twin,COMBINED,True,1.2630645324144383,23.87066583332845,0.02,72,0.4305555555555556,1.0,0.0,0.0,3.0,,0.0,0.0,0.01680672268907563,19919.563224837468,
test,5021,0.25,B2_observed_only_twin,COMBINED,True,1.2630645324144383,23.87066583332845,0.05,72,0.5277777777777778,1.0,0.0,0.0,3.0,,0.0,0.0,0.04201680672268908,19022.2420445217,
test,5021,0.25,B2_observed_only_twin,COMBINED,True,1.2630645324144383,23.87066583332845,0.1,72,0.5694444444444444,1.0,0.0,0.0,3.0,,0.0,0.0,0.11764705882352941,19022.2420445217,
test,5021,0.25,B0_SPC_observed,COMBINED,True,1.2630645324144383,4.674774997918179,0.005,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.25,B0_SPC_observed,COMBINED,True,1.2630645324144383,4.674774997918179,0.01,72,0.027777777777777776,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,38515.39465024488,
test,5021,0.25,B0_SPC_observed,COMBINED,True,1.2630645324144383,4.674774997918179,0.02,72,0.05555555555555555,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,37621.46076149575,
test,5021,0.25,B0_SPC_observed,COMBINED,True,1.2630645324144383,4.674774997918179,0.05,72,0.09722222222222222,1.0,0.0,0.0,8.0,,0.0,0.0,0.01680672268907563,19022.2420445217,
test,5021,0.25,B0_SPC_observed,COMBINED,True,1.2630645324144383,4.674774997918179,0.1,72,0.09722222222222222,1.0,0.0,0.0,8.0,,0.0,0.0,0.06722689075630252,19022.2420445217,
test,5021,0.25,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7158774793615637,0.005,72,0.0,0.0,,,,,0.0,0.0,0.01680672268907563,,
test,5021,0.25,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7158774793615637,0.01,72,0.0,0.0,,,,,0.0,0.0,0.01680672268907563,,
test,5021,0.25,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7158774793615637,0.02,72,0.027777777777777776,1.0,0.0,0.0,8.0,,0.0,0.0,0.01680672268907563,19022.2420445217,
test,5021,0.25,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7158774793615637,0.05,72,0.05555555555555555,1.0,0.0,0.0,8.0,,0.0,0.0,0.04201680672268908,19022.2420445217,
test,5021,0.25,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7158774793615637,0.1,72,0.08333333333333333,1.0,0.0,0.0,8.0,,0.0,0.0,0.06722689075630252,19022.2420445217,
test,5022,1.0,RippleTwin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.005,49,0.7142857142857143,1.0,1.0,1.0,0.0,,1.0,1.0,0.02040816326530612,33412.86673395398,
test,5022,1.0,RippleTwin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.01,49,0.7142857142857143,1.0,1.0,1.0,0.0,,1.0,1.0,0.027210884353741496,33412.86673395398,
test,5022,1.0,RippleTwin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.02,49,0.7346938775510204,1.0,1.0,1.0,0.0,,1.0,1.0,0.034013605442176874,33412.86673395398,
test,5022,1.0,RippleTwin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.05,49,0.7551020408163265,1.0,1.0,1.0,0.0,,1.0,1.0,0.034013605442176874,33412.86673395398,
test,5022,1.0,RippleTwin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.1,49,0.7551020408163265,1.0,1.0,1.0,0.0,,1.0,1.0,0.07482993197278912,33412.86673395398,
test,5022,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.005,49,0.7142857142857143,1.0,1.0,1.0,0.0,,1.0,1.0,0.02040816326530612,33412.86673395398,
test,5022,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.01,49,0.7142857142857143,1.0,1.0,1.0,0.0,,1.0,1.0,0.027210884353741496,33412.86673395398,
test,5022,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.02,49,0.7346938775510204,1.0,1.0,1.0,0.0,,1.0,1.0,0.034013605442176874,33412.86673395398,
test,5022,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.05,49,0.7551020408163265,1.0,1.0,1.0,0.0,,1.0,1.0,0.034013605442176874,33412.86673395398,
test,5022,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,0.1,49,0.7551020408163265,1.0,1.0,1.0,0.0,,1.0,1.0,0.07482993197278912,33412.86673395398,
test,5022,1.0,B0_SPC_observed,SLOWDOWN,False,1.3539098816349975,5.124273832797681,0.005,49,0.6938775510204082,1.0,1.0,1.0,0.0,,1.0,1.0,0.04081632653061224,33412.86673395398,
test,5022,1.0,B0_SPC_observed,SLOWDOWN,False,1.3539098816349975,5.124273832797681,0.01,49,0.6938775510204082,1.0,1.0,1.0,0.0,,1.0,1.0,0.04081632653061224,33412.86673395398,
test,5022,1.0,B0_SPC_observed,SLOWDOWN,False,1.3539098816349975,5.124273832797681,0.02,49,0.6938775510204082,1.0,1.0,1.0,0.0,,1.0,1.0,0.04081632653061224,33412.86673395398,
test,5022,1.0,B0_SPC_observed,SLOWDOWN,False,1.3539098816349975,5.124273832797681,0.05,49,0.7142857142857143,1.0,1.0,1.0,0.0,,1.0,1.0,0.047619047619047616,33412.86673395398,
test,5022,1.0,B0_SPC_observed,SLOWDOWN,False,1.3539098816349975,5.124273832797681,0.1,49,0.7551020408163265,1.0,0.9459459459459459,0.9459459459459459,0.0,,1.0,1.0,0.06802721088435375,33412.86673395398,
