split,seed,coverage,method,fault_kind,source_hidden,magnitude,threshold,true_station,n_quiet_windows,false_alarm_rate
test,5016,1.0,RippleTwin,,False,0.0,42.5638498837417,,200,0.0
test,5016,1.0,B2_observed_only_twin,,False,0.0,42.5638498837417,,200,0.0
test,5016,1.0,B0_SPC_observed,,False,0.0,5.124273832797681,,200,0.0
test,5016,1.0,B3_TurningPoint,,False,0.0,0.4108436123761012,,200,0.005
test,5016,1.0,B1_IsolationForest,,False,0.0,0.7784702529546166,,200,0.025
test,5016,0.75,RippleTwin,,False,0.0,31.30364205825687,,200,0.0
test,5016,0.75,B2_observed_only_twin,,False,0.0,31.30364205825687,,200,0.0
test,5016,0.75,B0_SPC_observed,,False,0.0,5.061702559429017,,200,0.0
test,5016,0.75,B3_TurningPoint,,False,0.0,0.41240313011539886,,200,0.01
test,5016,0.75,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.01
test,5016,0.5,RippleTwin,,False,0.0,39.99294167411538,,200,0.0
test,5016,0.5,B2_observed_only_twin,,False,0.0,39.987745614480566,,200,0.0
test,5016,0.5,B0_SPC_observed,,False,0.0,5.012127239822025,,200,0.0
test,5016,0.5,B3_TurningPoint,,False,0.0,0.40563520887847676,,200,0.01
test,5016,0.5,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.005
test,5016,0.25,RippleTwin,,False,0.0,23.87887940963418,,200,0.005
test,5016,0.25,B2_observed_only_twin,,False,0.0,23.87066583332845,,200,0.0
test,5016,0.25,B0_SPC_observed,,False,0.0,4.674774997918179,,200,0.0
test,5016,0.25,B3_TurningPoint,,False,0.0,0.39660743155955724,,200,0.015
test,5016,0.25,B1_IsolationForest,,False,0.0,0.7158774793615637,,200,0.015
test,5017,1.0,RippleTwin,QUALITY_DRIFT,False,11.271547897221904,42.5638498837417,8.0,131,0.0
test,5017,1.0,B2_observed_only_twin,QUALITY_DRIFT,False,11.271547897221904,42.5638498837417,8.0,131,0.0
test,5017,1.0,B0_SPC_observed,QUALITY_DRIFT,False,11.271547897221904,5.124273832797681,8.0,131,0.015267175572519083
test,5017,1.0,B3_TurningPoint,QUALITY_DRIFT,False,11.271547897221904,0.4108436123761012,8.0,131,0.030534351145038167
test,5017,1.0,B1_IsolationForest,QUALITY_DRIFT,False,11.271547897221904,0.7784702529546166,8.0,131,0.0
test,5017,0.75,RippleTwin,QUALITY_DRIFT,False,11.271547897221904,31.30364205825687,8.0,131,0.0
test,5017,0.75,B2_observed_only_twin,QUALITY_DRIFT,False,11.271547897221904,31.30364205825687,8.0,131,0.0
test,5017,0.75,B0_SPC_observed,QUALITY_DRIFT,False,11.271547897221904,5.061702559429017,8.0,131,0.015267175572519083
test,5017,0.75,B3_TurningPoint,QUALITY_DRIFT,False,11.271547897221904,0.41240313011539886,8.0,131,0.030534351145038167
test,5017,0.75,B1_IsolationForest,QUALITY_DRIFT,False,11.271547897221904,0.7423023198141773,8.0,131,0.06870229007633588
test,5017,0.5,RippleTwin,QUALITY_DRIFT,False,11.271547897221904,39.99294167411538,8.0,131,0.0
test,5017,0.5,B2_observed_only_twin,QUALITY_DRIFT,False,11.271547897221904,39.987745614480566,8.0,131,0.0
test,5017,0.5,B0_SPC_observed,QUALITY_DRIFT,False,11.271547897221904,5.012127239822025,8.0,131,0.015267175572519083
test,5017,0.5,B3_TurningPoint,QUALITY_DRIFT,False,11.271547897221904,0.40563520887847676,8.0,131,0.0
test,5017,0.5,B1_IsolationForest,QUALITY_DRIFT,False,11.271547897221904,0.7423023198141773,8.0,131,0.04580152671755725
test,5017,0.25,RippleTwin,QUALITY_DRIFT,True,11.271547897221904,23.87887940963418,8.0,131,0.0
test,5017,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,11.271547897221904,23.87066583332845,8.0,131,0.0
test,5017,0.25,B0_SPC_observed,QUALITY_DRIFT,True,11.271547897221904,4.674774997918179,8.0,131,0.015267175572519083
test,5017,0.25,B3_TurningPoint,QUALITY_DRIFT,True,11.271547897221904,0.39660743155955724,8.0,131,0.0
test,5017,0.25,B1_IsolationForest,QUALITY_DRIFT,True,11.271547897221904,0.7158774793615637,8.0,131,0.030534351145038167
test,5018,1.0,RippleTwin,SLOWDOWN,False,1.2030161082769026,42.5638498837417,17.0,139,0.0
test,5018,1.0,B2_observed_only_twin,SLOWDOWN,False,1.2030161082769026,42.5638498837417,17.0,139,0.0
test,5018,1.0,B0_SPC_observed,SLOWDOWN,False,1.2030161082769026,5.124273832797681,17.0,139,0.014388489208633094
test,5018,1.0,B3_TurningPoint,SLOWDOWN,False,1.2030161082769026,0.4108436123761012,17.0,139,0.0
test,5018,1.0,B1_IsolationForest,SLOWDOWN,False,1.2030161082769026,0.7784702529546166,17.0,139,0.0
test,5018,0.75,RippleTwin,SLOWDOWN,True,1.2030161082769026,31.30364205825687,17.0,139,0.0
test,5018,0.75,B2_observed_only_twin,SLOWDOWN,True,1.2030161082769026,31.30364205825687,17.0,139,0.0
test,5018,0.75,B0_SPC_observed,SLOWDOWN,True,1.2030161082769026,5.061702559429017,17.0,139,0.014388489208633094
test,5018,0.75,B3_TurningPoint,SLOWDOWN,True,1.2030161082769026,0.41240313011539886,17.0,139,0.0
test,5018,0.75,B1_IsolationForest,SLOWDOWN,True,1.2030161082769026,0.7423023198141773,17.0,139,0.04316546762589928
test,5018,0.5,RippleTwin,SLOWDOWN,True,1.2030161082769026,39.99294167411538,17.0,139,0.0
test,5018,0.5,B2_observed_only_twin,SLOWDOWN,True,1.2030161082769026,39.987745614480566,17.0,139,0.0
test,5018,0.5,B0_SPC_observed,SLOWDOWN,True,1.2030161082769026,5.012127239822025,17.0,139,0.007194244604316547
test,5018,0.5,B3_TurningPoint,SLOWDOWN,True,1.2030161082769026,0.40563520887847676,17.0,139,0.0
test,5018,0.5,B1_IsolationForest,SLOWDOWN,True,1.2030161082769026,0.7423023198141773,17.0,139,0.04316546762589928
test,5018,0.25,RippleTwin,SLOWDOWN,True,1.2030161082769026,23.87887940963418,17.0,139,0.0
test,5018,0.25,B2_observed_only_twin,SLOWDOWN,True,1.2030161082769026,23.87066583332845,17.0,139,0.0
test,5018,0.25,B0_SPC_observed,SLOWDOWN,True,1.2030161082769026,4.674774997918179,17.0,139,0.0
test,5018,0.25,B3_TurningPoint,SLOWDOWN,True,1.2030161082769026,0.39660743155955724,17.0,139,0.007194244604316547
test,5018,0.25,B1_IsolationForest,SLOWDOWN,True,1.2030161082769026,0.7158774793615637,17.0,139,0.007194244604316547
test,5019,1.0,RippleTwin,,False,0.0,42.5638498837417,,200,0.0
test,5019,1.0,B2_observed_only_twin,,False,0.0,42.5638498837417,,200,0.0
test,5019,1.0,B0_SPC_observed,,False,0.0,5.124273832797681,,200,0.0
test,5019,1.0,B3_TurningPoint,,False,0.0,0.4108436123761012,,200,0.0
test,5019,1.0,B1_IsolationForest,,False,0.0,0.7784702529546166,,200,0.0
test,5019,0.75,RippleTwin,,False,0.0,31.30364205825687,,200,0.0
test,5019,0.75,B2_observed_only_twin,,False,0.0,31.30364205825687,,200,0.0
test,5019,0.75,B0_SPC_observed,,False,0.0,5.061702559429017,,200,0.0
test,5019,0.75,B3_TurningPoint,,False,0.0,0.41240313011539886,,200,0.0
test,5019,0.75,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.045
test,5019,0.5,RippleTwin,,False,0.0,39.99294167411538,,200,0.0
test,5019,0.5,B2_observed_only_twin,,False,0.0,39.987745614480566,,200,0.0
test,5019,0.5,B0_SPC_observed,,False,0.0,5.012127239822025,,200,0.005
test,5019,0.5,B3_TurningPoint,,False,0.0,0.40563520887847676,,200,0.0
test,5019,0.5,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.03
test,5019,0.25,RippleTwin,,False,0.0,23.87887940963418,,200,0.0
test,5019,0.25,B2_observed_only_twin,,False,0.0,23.87066583332845,,200,0.0
test,5019,0.25,B0_SPC_observed,,False,0.0,4.674774997918179,,200,0.005
test,5019,0.25,B3_TurningPoint,,False,0.0,0.39660743155955724,,200,0.0
test,5019,0.25,B1_IsolationForest,,False,0.0,0.7158774793615637,,200,0.0
test,5020,1.0,RippleTwin,QUALITY_DRIFT,False,10.688048124695761,42.5638498837417,37.0,133,0.007518796992481203
test,5020,1.0,B2_observed_only_twin,QUALITY_DRIFT,False,10.688048124695761,42.5638498837417,37.0,133,0.007518796992481203
test,5020,1.0,B0_SPC_observed,QUALITY_DRIFT,False,10.688048124695761,5.124273832797681,37.0,133,0.007518796992481203
test,5020,1.0,B3_TurningPoint,QUALITY_DRIFT,False,10.688048124695761,0.4108436123761012,37.0,133,0.007518796992481203
test,5020,1.0,B1_IsolationForest,QUALITY_DRIFT,False,10.688048124695761,0.7784702529546166,37.0,133,0.0
test,5020,0.75,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,31.30364205825687,37.0,133,0.007518796992481203
test,5020,0.75,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,31.30364205825687,37.0,133,0.007518796992481203
test,5020,0.75,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.061702559429017,37.0,133,0.007518796992481203
test,5020,0.75,B3_TurningPoint,QUALITY_DRIFT,True,10.688048124695761,0.41240313011539886,37.0,133,0.007518796992481203
test,5020,0.75,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,37.0,133,0.03007518796992481
test,5020,0.5,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,39.99294167411538,37.0,133,0.007518796992481203
test,5020,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,39.987745614480566,37.0,133,0.007518796992481203
test,5020,0.5,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,5.012127239822025,37.0,133,0.007518796992481203
test,5020,0.5,B3_TurningPoint,QUALITY_DRIFT,True,10.688048124695761,0.40563520887847676,37.0,133,0.007518796992481203
test,5020,0.5,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7423023198141773,37.0,133,0.022556390977443608
test,5020,0.25,RippleTwin,QUALITY_DRIFT,True,10.688048124695761,23.87887940963418,37.0,133,0.007518796992481203
test,5020,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,10.688048124695761,23.87066583332845,37.0,133,0.0
test,5020,0.25,B0_SPC_observed,QUALITY_DRIFT,True,10.688048124695761,4.674774997918179,37.0,133,0.015037593984962405
test,5020,0.25,B3_TurningPoint,QUALITY_DRIFT,True,10.688048124695761,0.39660743155955724,37.0,133,0.015037593984962405
test,5020,0.25,B1_IsolationForest,QUALITY_DRIFT,True,10.688048124695761,0.7158774793615637,37.0,133,0.0
test,5021,1.0,RippleTwin,COMBINED,False,1.2630645324144383,42.5638498837417,31.0,119,0.025210084033613446
test,5021,1.0,B2_observed_only_twin,COMBINED,False,1.2630645324144383,42.5638498837417,31.0,119,0.025210084033613446
test,5021,1.0,B0_SPC_observed,COMBINED,False,1.2630645324144383,5.124273832797681,31.0,119,0.06722689075630252
test,5021,1.0,B3_TurningPoint,COMBINED,False,1.2630645324144383,0.4108436123761012,31.0,119,0.008403361344537815
test,5021,1.0,B1_IsolationForest,COMBINED,False,1.2630645324144383,0.7784702529546166,31.0,119,0.025210084033613446
test,5021,0.75,RippleTwin,COMBINED,True,1.2630645324144383,31.30364205825687,31.0,119,0.01680672268907563
test,5021,0.75,B2_observed_only_twin,COMBINED,True,1.2630645324144383,31.30364205825687,31.0,119,0.01680672268907563
test,5021,0.75,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.061702559429017,31.0,119,0.0
test,5021,0.75,B3_TurningPoint,COMBINED,True,1.2630645324144383,0.41240313011539886,31.0,119,0.008403361344537815
test,5021,0.75,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,31.0,119,0.04201680672268908
test,5021,0.5,RippleTwin,COMBINED,True,1.2630645324144383,39.99294167411538,31.0,119,0.01680672268907563
test,5021,0.5,B2_observed_only_twin,COMBINED,True,1.2630645324144383,39.987745614480566,31.0,119,0.01680672268907563
test,5021,0.5,B0_SPC_observed,COMBINED,True,1.2630645324144383,5.012127239822025,31.0,119,0.0
test,5021,0.5,B3_TurningPoint,COMBINED,True,1.2630645324144383,0.40563520887847676,31.0,119,0.008403361344537815
test,5021,0.5,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7423023198141773,31.0,119,0.008403361344537815
test,5021,0.25,RippleTwin,COMBINED,True,1.2630645324144383,23.87887940963418,31.0,119,0.0
test,5021,0.25,B2_observed_only_twin,COMBINED,True,1.2630645324144383,23.87066583332845,31.0,119,0.0
test,5021,0.25,B0_SPC_observed,COMBINED,True,1.2630645324144383,4.674774997918179,31.0,119,0.0
test,5021,0.25,B3_TurningPoint,COMBINED,True,1.2630645324144383,0.39660743155955724,31.0,119,0.008403361344537815
test,5021,0.25,B1_IsolationForest,COMBINED,True,1.2630645324144383,0.7158774793615637,31.0,119,0.01680672268907563
test,5022,1.0,RippleTwin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,17.0,147,0.027210884353741496
test,5022,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3539098816349975,42.5638498837417,17.0,147,0.027210884353741496
test,5022,1.0,B0_SPC_observed,SLOWDOWN,False,1.3539098816349975,5.124273832797681,17.0,147,0.04081632653061224
test,5022,1.0,B3_TurningPoint,SLOWDOWN,False,1.3539098816349975,0.4108436123761012,17.0,147,0.0
test,5022,1.0,B1_IsolationForest,SLOWDOWN,False,1.3539098816349975,0.7784702529546166,17.0,147,0.0
test,5022,0.75,RippleTwin,SLOWDOWN,True,1.3539098816349975,31.30364205825687,17.0,147,0.0
test,5022,0.75,B2_observed_only_twin,SLOWDOWN,True,1.3539098816349975,31.30364205825687,17.0,147,0.0
test,5022,0.75,B0_SPC_observed,SLOWDOWN,True,1.3539098816349975,5.061702559429017,17.0,147,0.0
test,5022,0.75,B3_TurningPoint,SLOWDOWN,True,1.3539098816349975,0.41240313011539886,17.0,147,0.006802721088435374
test,5022,0.75,B1_IsolationForest,SLOWDOWN,True,1.3539098816349975,0.7423023198141773,17.0,147,0.07482993197278912
test,5022,0.5,RippleTwin,SLOWDOWN,True,1.3539098816349975,39.99294167411538,17.0,147,0.0
test,5022,0.5,B2_observed_only_twin,SLOWDOWN,True,1.3539098816349975,39.987745614480566,17.0,147,0.0
test,5022,0.5,B0_SPC_observed,SLOWDOWN,True,1.3539098816349975,5.012127239822025,17.0,147,0.0
test,5022,0.5,B3_TurningPoint,SLOWDOWN,True,1.3539098816349975,0.40563520887847676,17.0,147,0.0
test,5022,0.5,B1_IsolationForest,SLOWDOWN,True,1.3539098816349975,0.7423023198141773,17.0,147,0.07482993197278912
test,5022,0.25,RippleTwin,SLOWDOWN,True,1.3539098816349975,23.87887940963418,17.0,147,0.0
test,5022,0.25,B2_observed_only_twin,SLOWDOWN,True,1.3539098816349975,23.87066583332845,17.0,147,0.0
test,5022,0.25,B0_SPC_observed,SLOWDOWN,True,1.3539098816349975,4.674774997918179,17.0,147,0.0
test,5022,0.25,B3_TurningPoint,SLOWDOWN,True,1.3539098816349975,0.39660743155955724,17.0,147,0.006802721088435374
test,5022,0.25,B1_IsolationForest,SLOWDOWN,True,1.3539098816349975,0.7158774793615637,17.0,147,0.0
test,5023,1.0,RippleTwin,,False,0.0,42.5638498837417,,200,0.0
test,5023,1.0,B2_observed_only_twin,,False,0.0,42.5638498837417,,200,0.0
test,5023,1.0,B0_SPC_observed,,False,0.0,5.124273832797681,,200,0.015
test,5023,1.0,B3_TurningPoint,,False,0.0,0.4108436123761012,,200,0.0
test,5023,1.0,B1_IsolationForest,,False,0.0,0.7784702529546166,,200,0.0
test,5023,0.75,RippleTwin,,False,0.0,31.30364205825687,,200,0.0
test,5023,0.75,B2_observed_only_twin,,False,0.0,31.30364205825687,,200,0.0
test,5023,0.75,B0_SPC_observed,,False,0.0,5.061702559429017,,200,0.015
test,5023,0.75,B3_TurningPoint,,False,0.0,0.41240313011539886,,200,0.0
test,5023,0.75,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.005
test,5023,0.5,RippleTwin,,False,0.0,39.99294167411538,,200,0.0
test,5023,0.5,B2_observed_only_twin,,False,0.0,39.987745614480566,,200,0.0
test,5023,0.5,B0_SPC_observed,,False,0.0,5.012127239822025,,200,0.005
test,5023,0.5,B3_TurningPoint,,False,0.0,0.40563520887847676,,200,0.0
test,5023,0.5,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.0
test,5023,0.25,RippleTwin,,False,0.0,23.87887940963418,,200,0.0
test,5023,0.25,B2_observed_only_twin,,False,0.0,23.87066583332845,,200,0.0
test,5023,0.25,B0_SPC_observed,,False,0.0,4.674774997918179,,200,0.005
test,5023,0.25,B3_TurningPoint,,False,0.0,0.39660743155955724,,200,0.0
test,5023,0.25,B1_IsolationForest,,False,0.0,0.7158774793615637,,200,0.0
test,5024,1.0,RippleTwin,,False,0.0,42.5638498837417,,200,0.0
test,5024,1.0,B2_observed_only_twin,,False,0.0,42.5638498837417,,200,0.0
test,5024,1.0,B0_SPC_observed,,False,0.0,5.124273832797681,,200,0.01
test,5024,1.0,B3_TurningPoint,,False,0.0,0.4108436123761012,,200,0.0
test,5024,1.0,B1_IsolationForest,,False,0.0,0.7784702529546166,,200,0.005
test,5024,0.75,RippleTwin,,False,0.0,31.30364205825687,,200,0.0
test,5024,0.75,B2_observed_only_twin,,False,0.0,31.30364205825687,,200,0.0
test,5024,0.75,B0_SPC_observed,,False,0.0,5.061702559429017,,200,0.01
test,5024,0.75,B3_TurningPoint,,False,0.0,0.41240313011539886,,200,0.005
test,5024,0.75,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.015
test,5024,0.5,RippleTwin,,False,0.0,39.99294167411538,,200,0.0
test,5024,0.5,B2_observed_only_twin,,False,0.0,39.987745614480566,,200,0.0
test,5024,0.5,B0_SPC_observed,,False,0.0,5.012127239822025,,200,0.01
test,5024,0.5,B3_TurningPoint,,False,0.0,0.40563520887847676,,200,0.0
test,5024,0.5,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.015
test,5024,0.25,RippleTwin,,False,0.0,23.87887940963418,,200,0.0
test,5024,0.25,B2_observed_only_twin,,False,0.0,23.87066583332845,,200,0.0
test,5024,0.25,B0_SPC_observed,,False,0.0,4.674774997918179,,200,0.015
test,5024,0.25,B3_TurningPoint,,False,0.0,0.39660743155955724,,200,0.0
test,5024,0.25,B1_IsolationForest,,False,0.0,0.7158774793615637,,200,0.005
test,5025,1.0,RippleTwin,,False,0.0,42.5638498837417,,200,0.035
test,5025,1.0,B2_observed_only_twin,,False,0.0,42.5638498837417,,200,0.035
test,5025,1.0,B0_SPC_observed,,False,0.0,5.124273832797681,,200,0.01
test,5025,1.0,B3_TurningPoint,,False,0.0,0.4108436123761012,,200,0.03
test,5025,1.0,B1_IsolationForest,,False,0.0,0.7784702529546166,,200,0.0
test,5025,0.75,RippleTwin,,False,0.0,31.30364205825687,,200,0.035
test,5025,0.75,B2_observed_only_twin,,False,0.0,31.30364205825687,,200,0.035
test,5025,0.75,B0_SPC_observed,,False,0.0,5.061702559429017,,200,0.01
test,5025,0.75,B3_TurningPoint,,False,0.0,0.41240313011539886,,200,0.03
test,5025,0.75,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.025
test,5025,0.5,RippleTwin,,False,0.0,39.99294167411538,,200,0.035
test,5025,0.5,B2_observed_only_twin,,False,0.0,39.987745614480566,,200,0.035
test,5025,0.5,B0_SPC_observed,,False,0.0,5.012127239822025,,200,0.0
test,5025,0.5,B3_TurningPoint,,False,0.0,0.40563520887847676,,200,0.035
test,5025,0.5,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.025
test,5025,0.25,RippleTwin,,False,0.0,23.87887940963418,,200,0.03
test,5025,0.25,B2_observed_only_twin,,False,0.0,23.87066583332845,,200,0.03
test,5025,0.25,B0_SPC_observed,,False,0.0,4.674774997918179,,200,0.0
test,5025,0.25,B3_TurningPoint,,False,0.0,0.39660743155955724,,200,0.03
test,5025,0.25,B1_IsolationForest,,False,0.0,0.7158774793615637,,200,0.03
test,5026,1.0,RippleTwin,QUALITY_DRIFT,False,6.931270144147872,42.5638498837417,17.0,126,0.015873015873015872
test,5026,1.0,B2_observed_only_twin,QUALITY_DRIFT,False,6.931270144147872,42.5638498837417,17.0,126,0.015873015873015872
test,5026,1.0,B0_SPC_observed,QUALITY_DRIFT,False,6.931270144147872,5.124273832797681,17.0,126,0.007936507936507936
test,5026,1.0,B3_TurningPoint,QUALITY_DRIFT,False,6.931270144147872,0.4108436123761012,17.0,126,0.015873015873015872
test,5026,1.0,B1_IsolationForest,QUALITY_DRIFT,False,6.931270144147872,0.7784702529546166,17.0,126,0.0
test,5026,0.75,RippleTwin,QUALITY_DRIFT,True,6.931270144147872,31.30364205825687,17.0,126,0.015873015873015872
test,5026,0.75,B2_observed_only_twin,QUALITY_DRIFT,True,6.931270144147872,31.30364205825687,17.0,126,0.015873015873015872
test,5026,0.75,B0_SPC_observed,QUALITY_DRIFT,True,6.931270144147872,5.061702559429017,17.0,126,0.007936507936507936
test,5026,0.75,B3_TurningPoint,QUALITY_DRIFT,True,6.931270144147872,0.41240313011539886,17.0,126,0.023809523809523808
test,5026,0.75,B1_IsolationForest,QUALITY_DRIFT,True,6.931270144147872,0.7423023198141773,17.0,126,0.06349206349206349
test,5026,0.5,RippleTwin,QUALITY_DRIFT,True,6.931270144147872,39.99294167411538,17.0,126,0.015873015873015872
test,5026,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,6.931270144147872,39.987745614480566,17.0,126,0.015873015873015872
test,5026,0.5,B0_SPC_observed,QUALITY_DRIFT,True,6.931270144147872,5.012127239822025,17.0,126,0.007936507936507936
test,5026,0.5,B3_TurningPoint,QUALITY_DRIFT,True,6.931270144147872,0.40563520887847676,17.0,126,0.023809523809523808
test,5026,0.5,B1_IsolationForest,QUALITY_DRIFT,True,6.931270144147872,0.7423023198141773,17.0,126,0.07936507936507936
test,5026,0.25,RippleTwin,QUALITY_DRIFT,True,6.931270144147872,23.87887940963418,17.0,126,0.015873015873015872
test,5026,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,6.931270144147872,23.87066583332845,17.0,126,0.015873015873015872
test,5026,0.25,B0_SPC_observed,QUALITY_DRIFT,True,6.931270144147872,4.674774997918179,17.0,126,0.007936507936507936
test,5026,0.25,B3_TurningPoint,QUALITY_DRIFT,True,6.931270144147872,0.39660743155955724,17.0,126,0.023809523809523808
test,5026,0.25,B1_IsolationForest,QUALITY_DRIFT,True,6.931270144147872,0.7158774793615637,17.0,126,0.007936507936507936
test,5027,1.0,RippleTwin,SLOWDOWN,False,1.2682430732073742,42.5638498837417,1.0,156,0.0
test,5027,1.0,B2_observed_only_twin,SLOWDOWN,False,1.2682430732073742,42.5638498837417,1.0,156,0.0
test,5027,1.0,B0_SPC_observed,SLOWDOWN,False,1.2682430732073742,5.124273832797681,1.0,156,0.019230769230769232
test,5027,1.0,B3_TurningPoint,SLOWDOWN,False,1.2682430732073742,0.4108436123761012,1.0,156,0.0
test,5027,1.0,B1_IsolationForest,SLOWDOWN,False,1.2682430732073742,0.7784702529546166,1.0,156,0.0
test,5027,0.75,RippleTwin,SLOWDOWN,True,1.2682430732073742,31.30364205825687,1.0,156,0.0
test,5027,0.75,B2_observed_only_twin,SLOWDOWN,True,1.2682430732073742,31.30364205825687,1.0,156,0.0
test,5027,0.75,B0_SPC_observed,SLOWDOWN,True,1.2682430732073742,5.061702559429017,1.0,156,0.019230769230769232
test,5027,0.75,B3_TurningPoint,SLOWDOWN,True,1.2682430732073742,0.41240313011539886,1.0,156,0.0
test,5027,0.75,B1_IsolationForest,SLOWDOWN,True,1.2682430732073742,0.7423023198141773,1.0,156,0.05128205128205128
test,5027,0.5,RippleTwin,SLOWDOWN,True,1.2682430732073742,39.99294167411538,1.0,156,0.0
test,5027,0.5,B2_observed_only_twin,SLOWDOWN,True,1.2682430732073742,39.987745614480566,1.0,156,0.0
test,5027,0.5,B0_SPC_observed,SLOWDOWN,True,1.2682430732073742,5.012127239822025,1.0,156,0.00641025641025641
test,5027,0.5,B3_TurningPoint,SLOWDOWN,True,1.2682430732073742,0.40563520887847676,1.0,156,0.0
test,5027,0.5,B1_IsolationForest,SLOWDOWN,True,1.2682430732073742,0.7423023198141773,1.0,156,0.05128205128205128
test,5027,0.25,RippleTwin,SLOWDOWN,True,1.2682430732073742,23.87887940963418,1.0,156,0.0
test,5027,0.25,B2_observed_only_twin,SLOWDOWN,True,1.2682430732073742,23.87066583332845,1.0,156,0.0
test,5027,0.25,B0_SPC_observed,SLOWDOWN,True,1.2682430732073742,4.674774997918179,1.0,156,0.0
test,5027,0.25,B3_TurningPoint,SLOWDOWN,True,1.2682430732073742,0.39660743155955724,1.0,156,0.0
test,5027,0.25,B1_IsolationForest,SLOWDOWN,True,1.2682430732073742,0.7158774793615637,1.0,156,0.0
test,5028,1.0,RippleTwin,,False,0.0,42.5638498837417,,200,0.0
test,5028,1.0,B2_observed_only_twin,,False,0.0,42.5638498837417,,200,0.0
test,5028,1.0,B0_SPC_observed,,False,0.0,5.124273832797681,,200,0.005
test,5028,1.0,B3_TurningPoint,,False,0.0,0.4108436123761012,,200,0.0
test,5028,1.0,B1_IsolationForest,,False,0.0,0.7784702529546166,,200,0.0
test,5028,0.75,RippleTwin,,False,0.0,31.30364205825687,,200,0.0
test,5028,0.75,B2_observed_only_twin,,False,0.0,31.30364205825687,,200,0.0
test,5028,0.75,B0_SPC_observed,,False,0.0,5.061702559429017,,200,0.01
test,5028,0.75,B3_TurningPoint,,False,0.0,0.41240313011539886,,200,0.0
test,5028,0.75,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.0
test,5028,0.5,RippleTwin,,False,0.0,39.99294167411538,,200,0.0
test,5028,0.5,B2_observed_only_twin,,False,0.0,39.987745614480566,,200,0.0
test,5028,0.5,B0_SPC_observed,,False,0.0,5.012127239822025,,200,0.01
test,5028,0.5,B3_TurningPoint,,False,0.0,0.40563520887847676,,200,0.0
test,5028,0.5,B1_IsolationForest,,False,0.0,0.7423023198141773,,200,0.0
test,5028,0.25,RippleTwin,,False,0.0,23.87887940963418,,200,0.0
test,5028,0.25,B2_observed_only_twin,,False,0.0,23.87066583332845,,200,0.0
test,5028,0.25,B0_SPC_observed,,False,0.0,4.674774997918179,,200,0.005
test,5028,0.25,B3_TurningPoint,,False,0.0,0.39660743155955724,,200,0.0
test,5028,0.25,B1_IsolationForest,,False,0.0,0.7158774793615637,,200,0.0
test,5029,1.0,RippleTwin,QUALITY_DRIFT,False,11.674801625920002,42.5638498837417,17.0,145,0.006896551724137931
test,5029,1.0,B2_observed_only_twin,QUALITY_DRIFT,False,11.674801625920002,42.5638498837417,17.0,145,0.006896551724137931
test,5029,1.0,B0_SPC_observed,QUALITY_DRIFT,False,11.674801625920002,5.124273832797681,17.0,145,0.0
test,5029,1.0,B3_TurningPoint,QUALITY_DRIFT,False,11.674801625920002,0.4108436123761012,17.0,145,0.013793103448275862
test,5029,1.0,B1_IsolationForest,QUALITY_DRIFT,False,11.674801625920002,0.7784702529546166,17.0,145,0.0
test,5029,0.75,RippleTwin,QUALITY_DRIFT,True,11.674801625920002,31.30364205825687,17.0,145,0.006896551724137931
test,5029,0.75,B2_observed_only_twin,QUALITY_DRIFT,True,11.674801625920002,31.30364205825687,17.0,145,0.006896551724137931
test,5029,0.75,B0_SPC_observed,QUALITY_DRIFT,True,11.674801625920002,5.061702559429017,17.0,145,0.0
test,5029,0.75,B3_TurningPoint,QUALITY_DRIFT,True,11.674801625920002,0.41240313011539886,17.0,145,0.013793103448275862
