coverage,strategy,loc_n_windows_during,loc_detection_rate,loc_detected_episode,loc_top1,loc_within1,loc_median_station_error,loc_lead_time_min,loc_top1_episode,loc_within1_episode,fa_n_quiet_windows,fa_false_alarm_rate,mean_confidence,loc_first_alert_t_s,loc_first_correct_alert_t_s,n_episodes
0.12,critical,49.666666666666664,0.20197729209887264,0.8333333333333334,0.0,0.0,15.2,,0.0,0.0,165.5,0.034451870088173284,0.9960876997614732,32916.539909997795,,10
0.12,random,49.666666666666664,0.20197729209887264,0.8333333333333334,0.0,0.0,15.2,,0.0,0.0,165.5,0.034451870088173284,0.9960876997614732,32916.539909997795,,10
0.25,critical,49.666666666666664,0.1503208375548801,0.6666666666666666,0.0,0.0,14.75,,0.0,0.0,165.5,0.02213952582902051,0.9713532441278554,31885.76253556059,,10
0.25,random,49.666666666666664,0.15164358887763144,0.6666666666666666,0.0,0.010869565217391304,13.5,-174.73714990484115,0.0,0.0,165.5,0.014559007811002491,0.9928382626918828,31734.217510117916,35599.265959206336,10
0.5,critical,49.666666666666664,0.17271915858541997,0.8333333333333334,0.0,0.00425531914893617,14.2,-69.15867806336519,0.0,0.0,165.5,0.021604052856047537,0.9642323884646417,32836.51022467761,29264.55764871778,10
0.5,random,49.666666666666664,0.19445007317347743,0.6666666666666666,0.2413793103448276,0.25,12.625,-47.946196220083465,0.16666666666666666,0.16666666666666666,165.5,0.024684570874065552,0.9318782855676258,31393.159138855004,27991.808738120875,10
0.75,critical,49.666666666666664,0.19445007317347743,0.6666666666666666,0.23706896551724138,0.25,12.5,-47.946196220083465,0.16666666666666666,0.16666666666666666,165.5,0.022517904207398888,0.8934592892524997,31393.159138855004,27991.808738120875,10
0.75,random,49.666666666666664,0.19445007317347743,0.6666666666666666,0.23706896551724138,0.25,12.5,-47.946196220083465,0.16666666666666666,0.16666666666666666,165.5,0.022517904207398888,0.8934592892524997,31393.159138855004,27991.808738120875,10
1.0,random,49.666666666666664,0.19445007317347743,0.6666666666666666,0.25,0.25,12.0,-47.946196220083465,0.16666666666666666,0.16666666666666666,165.5,0.02034222853172321,0.9956550328412136,31393.159138855004,27991.808738120875,10
