split,seed,coverage,method,fault_kind,source_hidden,magnitude,threshold,true_station,n_windows_during,detection_rate,detected_episode,top1,within1,median_station_error,top1_episode,within1_episode,lead_time_min,first_alert_t_s,first_correct_alert_t_s
tune,1005,0.75,B1_IsolationForest,QUALITY_DRIFT,False,14.347927245440864,0.7423023198141773,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.5,RippleTwin,QUALITY_DRIFT,True,14.347927245440864,39.99294167411538,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.5,B2_observed_only_twin,QUALITY_DRIFT,True,14.347927245440864,39.987745614480566,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.5,B0_SPC_observed,QUALITY_DRIFT,True,14.347927245440864,5.012127239822025,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.5,B3_TurningPoint,QUALITY_DRIFT,True,14.347927245440864,0.40563520887847676,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.5,B1_IsolationForest,QUALITY_DRIFT,True,14.347927245440864,0.7423023198141773,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.25,RippleTwin,QUALITY_DRIFT,True,14.347927245440864,23.87887940963418,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.25,B2_observed_only_twin,QUALITY_DRIFT,True,14.347927245440864,23.87066583332845,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.25,B0_SPC_observed,QUALITY_DRIFT,True,14.347927245440864,4.674774997918179,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.25,B3_TurningPoint,QUALITY_DRIFT,True,14.347927245440864,0.39660743155955724,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1005,0.25,B1_IsolationForest,QUALITY_DRIFT,True,14.347927245440864,0.7158774793615637,16,40,0.0,0.0,,,,0.0,0.0,,,
tune,1006,1.0,RippleTwin,SLOWDOWN,False,1.3879286554113792,42.5638498837417,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3879286554113792,42.5638498837417,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,1.0,B0_SPC_observed,SLOWDOWN,False,1.3879286554113792,5.124273832797681,27,55,0.5454545454545454,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,1.0,B3_TurningPoint,SLOWDOWN,False,1.3879286554113792,0.4108436123761012,27,55,0.0,0.0,,,,0.0,0.0,,,
tune,1006,1.0,B1_IsolationForest,SLOWDOWN,False,1.3879286554113792,0.7784702529546166,27,55,0.3090909090909091,1.0,0.0,0.0,4.0,0.0,0.0,,24413.079949174542,
tune,1006,0.75,RippleTwin,SLOWDOWN,False,1.3879286554113792,31.30364205825687,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.75,B2_observed_only_twin,SLOWDOWN,False,1.3879286554113792,31.30364205825687,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.75,B0_SPC_observed,SLOWDOWN,False,1.3879286554113792,5.061702559429017,27,55,0.5454545454545454,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.75,B3_TurningPoint,SLOWDOWN,False,1.3879286554113792,0.41240313011539886,27,55,0.05454545454545454,1.0,1.0,1.0,0.0,1.0,1.0,225.60287274997856,25922.847140935777,25922.847140935777
tune,1006,0.75,B1_IsolationForest,SLOWDOWN,False,1.3879286554113792,0.7423023198141773,27,55,0.0,0.0,,,,0.0,0.0,,,
